,Year,Length,Title,Genre,Actor,Actress,Director,Popularity,Awards,Image
1038,1984,101,Crimes of Passion,Drama,"Perkins, Anthony","Turner, Kathleen","Russell, Ken",4,No,"NicholasCage.png,,"
1039,1985,106,"Jewel of the Nile, The",Action,"Douglas, Michael","Turner, Kathleen","Teague, Lewis",68,No,"NicholasCage.png,"
1040,1984,106,Romancing the Stone,Action,"Douglas, Michael","Turner, Kathleen","Zemeckis, Robert ",83,No,"NicholasCage.png,,"
1041,1955,117,"Sea Chase, The",War,"Wayne, John","Turner, Lana","Farrow, John",4,No,"johnWayne.png,"
1042,1988,90,Cannibal Women in the Avocado Jungle of Death,Comedy,"Primus, Barry","Tweed, Shannon","Lawton, J.F.",56,No,"NicholasCage.png,,"
1043,1986,91,Mr Love.,Comedy,"Jackson, Barry","Tyzack, Margaret","Battersby, Roy",10,No,"NicholasCage.png,,"
1044,1968,139,2001: A Space Odyssey,Science Fiction,"Dullea, Keir","Tyzack, Margaret","Kubrick, Stanley",83,No,"NicholasCage.png,,"
1045,1966,81,Persona,Drama,"Bj�rnstrand, Gunnar","Ullman, Liv","Bergman, Ingmar",81,Yes,"Bergman.png,,"
1046,1968,88,Hour of the Wolf,Drama,"Sydow, Max von","Ullman, Liv","Bergman, Ingmar",37,No,"Bergman.png,,"
1047,1969,101,"Passion of Anna, The",Drama,"Sydow, Max von","Ullman, Liv","Bergman, Ingmar",6,No,"Bergman.png,"
1048,1984,96,Dangerous Moves,Drama,"Caron, Leslie","Ullman, Liv","Dembo, Richard",7,Yes,"NicholasCage.png,,"
1049,1957,147,Sayonara,Drama,"Brando, Marlon","Umeki, Miyoshi","Logan, Joshua",19,Yes,"brando.png,,"
1050,1968,158,Where Eagles Dare,War,"Burton, Richard","Ure, Mary","Hulton, Brian G.",57,No,"NicholasCage.png,,"
1051,1985,95,Teen Wolf,Drama,"Fox, Michael J.","Ursitti, Susan","Daniel, Rod",58,No,"NicholasCage.png,,"
1052,1990,88,Amazon,Action,"Davi, Robert","Vaananen, Kari","Kaurism�ki, Mika",30,No,"NicholasCage.png,,"
1053,1959,88,"Virgin Spring, The",Drama,"Sydow, Max von","Valberg, Brigitta","Bergman, Ingmar",8,Yes,"Bergman.png,"
1054,1970,97,Spider's Stratagem,Drama,"Brogi, Giulio","Valli, Alida","Bertolucci, Bernardo",45,No,"NicholasCage.png,,"
1055,1971,102,Play Misty for Me,Mystery,"Eastwood, Clint","Walter, Jessica","Eastwood, Clint",47,No,"clintEastwood.png,,"
1056,1981,88,Going Ape,Comedy,"Danza, Tony","Walter, Jessica","Kronsberg, Jeremy Joe",65,No,"NicholasCage.png,,"
1057,1967,127,Cool Hand Luke,Drama,"Newman, Paul","Van Fleet, Jo","Rosenberg, Stuart",49,Yes,"paulNewman.png,,"
1058,1988,89,Phantom of the Ritz,Horror,"Bergman, Peter","Van Valkenburgh, Deborah","Plone, Allen",85,No,"NicholasCage.png,,"
1059,1990,85,Crash & Burn,Science Fiction,"Ganus, Paul","Ward, Megan","Band, Charles",75,No,"NicholasCage.png,,"
1060,1991,114,After Dark My Sweet,Mystery,"Patric, Jason","Ward, Rachel","Foley, James",33,No,"NicholasCage.png,,"
1061,1992,121,Christopher Columbus: The Discovery,Adventure,"Brando, Marlon","Ward, Rachel","Glen, John",39,No,"NicholasCage.png,,"
1062,1986,109,Young Sherlock Holmes,Mystery,"Rowe, Nicholas","Ward, Sophie","Levinson, Barry",16,No,"NicholasCage.png,,"
1063,1991,104,Doc Hollywood,Comedy,"Fox, Michael J.","Warner, Julie","Caton-Jones, Michael",64,No,"NicholasCage.png,,"
1064,1988,96,Baja Oklahoma,Comedy,"Coyote, Peter","Warren, Lesley Ann","Roth, Bobby",71,No,"NicholasCage.png,,"
1065,1986,137,Aliens,Science Fiction,"Biehn, Michael","Weaver, Sigourney","Cameron, James",82,No,"weaver.png,,"
1066,1992,115,Alien Three,Science Fiction,"Dutton, Charles","Weaver, Sigourney","Fincher, David",59,No,"weaver.png,,"
1067,1997,109,Alien: resurrection,Science Fiction,"Perlman, Ron","Weaver, Sigourney","Jeunet, Jean-Pierre",60,No,"weaver.png,,"
1068,1979,117,Alien,Science Fiction,"Skerritt, Tom","Weaver, Sigourney","Scott, Ridley",83,No,"weaver.png,,"
1069,1985,97,One Woman or Two,Comedy,"Depardieu, G�rard","Weaver, Sigourney","Vigne, Daniel",64,No,"weaver.png,,"
1070,1984,96,Soggy Bottom U. S. A.,Comedy,"Johnson, Ben","Wedgeworth, Ann","Flicker, Theodore J.",50,No,"NicholasCage.png,,"
1071,1973,96,Bang the Drum Slowly,Drama,"Moriarty, Michael","Wedgeworth, Ann","Hancock, John D.",73,No,"NicholasCage.png,,"
1072,1974,82,"Catamount Killing, The",Action,"Buchholz, Horst","Wedgeworth, Ann","Zanussi, Krzystoff",84,No,"NicholasCage.png,"
1073,1972,92,Fuzz,Action,"Reynolds, Burt","Welch, Raquel","Colla, Richard A.",37,No,"NicholasCage.png,,"
1074,1966,101,"Shoot Loud, Louder, I Don't Understand!",Mystery,"Mastroianni, Marcello","Welch, Raquel","De Filippo, Eduardo",70,No,NicholasCage.png
1075,1967,107,Bedazzled,Comedy,"Cook, Peter","Welch, Raquel","Donen, Stanley",67,No,"NicholasCage.png,,"
1076,1977,120,"Prince & the Pauper, The",Action,"Reed, Oliver","Welch, Raquel","Fleischer, Richard",86,No,"NicholasCage.png,"
1077,1969,110,One Hundred Rifles,Western,"Reynolds, Burt","Welch, Raquel","Gries, Tom",48,No,"NicholasCage.png,,"
1078,1975,90,"Wild Party, The",Drama,"Dukes, David","Welch, Raquel","Ivory, James",75,No,"NicholasCage.png,"
1079,1968,106,Bandolero!,Western,"Stewart, James","Welch, Raquel","McLaglen, Andrew V.",9,No,"NicholasCage.png,,"
1080,1973,119,"Last of Sheila, The",Mystery,"Coburn, James","Welch, Raquel","Ross, Herbert",39,No,"NicholasCage.png,"
1081,1988,161,Bird,Drama,"Whitaker, Forest","Venora, Diane","Eastwood, Clint",24,No,"NicholasCage.png,,"
1082,1987,88,Hell Comes to Frogtown,Science Fiction,"LeFlore, Julius","Verrell, Cec","Jackson, Donald G",74,No,"NicholasCage.png,,"
1083,1966,126,"Fortune Cookie, The",Comedy,"Lemmon, Jack","West, Judi","Wilder, Billy",3,Yes,"NicholasCage.png,"
1084,1990,92,"Sun Shines Bright, The",Action,"Winninger, Charles","Whelan, Arleen","Ford, John",46,No,"johnFord.png,"
1085,1987,106,"Squeeze, The",Action,"Keach, Stacy","White, Carol","Apted, Michael",23,No,"NicholasCage.png,"
1086,1970,91,Start the Revolution Without Me,Comedy,"Wilder, Gene","Whitelaw, Billie","Yorkin, Bud",62,No,"NicholasCage.png,,"
1087,1989,107,Major League,Comedy,"Sheen, Charlie","Whitton, Margaret","Ward, David S.",64,No,"NicholasCage.png,,"
1088,1990,108,"Bright Lights, Big City",Drama,"Fox, Michael J.","Wiest, Dianne","Bridges, James",30,No,"NicholasCage.png,"
1089,1987,97,"Lost Boys, The",Horror,"Patric, Jason","Wiest, Dianne","Schumacher, Joel",67,No,"NicholasCage.png,"
1090,1989,93,Cookie,Comedy,"Falk, Peter","Wiest, Dianne","Seidelman, Susan",43,No,"NicholasCage.png,,"
1091,1974,114,"Conversation, The",Drama,"Hackman, Gene","Williams, Cindy","Coppola, Francis Ford",59,Yes,"NicholasCage.png,"
1092,1973,112,American Graffiti,Comedy,"Dreyfuss, Richard","Williams, Cindy","Lucas, George",39,Yes,"NicholasCage.png,,"
1093,1953,96,Dangerous When Wet,Music,"Lamas, Fernando","Williams, Esther","Walters, Charles",67,No,"NicholasCage.png,,"
1094,1980,111,Stir Crazy,Comedy,"Pryor, Richard","Williams, JoBeth","Poitier, Sidney",40,No,"NicholasCage.png,,"
1095,1989,91,Young Einstein,Comedy,"Serious, Yahoo","Wilson, Pee-Wee","Serious, Yahoo",47,No,"NicholasCage.png,,"
1096,1956,83,"Killing, The",Drama,"Hayden, Sterling","Windsor, Marie","Kubrick, Stanley",51,No,"NicholasCage.png,"
1097,1973,102,"Cahill, United States Marshal",Western,"Wayne, John","Windsor, Marie","McLaglen, Andrew V.",12,No,"johnWayne.png,"
1098,1989,90,"Savage Intruder, The",Horror,"Garfield, John David","Wing, Virginia","Wolfe, Donald",24,No,"NicholasCage.png,"
1099,1992,139,"Sheltering Sky, The",Drama,"Malkovich, John","Winger, Debra","Bertolucci, Bernardo",64,No,"NicholasCage.png,"
1100,1982,125,An Officer & a Gentleman,Drama,"Gere, Richard","Winger, Debra","Hackford, Taylor",1,Yes,"NicholasCage.png,,"
1101,1987,101,Black Widow,Mystery,"Hopper, Dennis","Winger, Debra","Rafelson, Bob",54,No,"NicholasCage.png,,"
1102,1986,116,Legal Eagles,Comedy,"Redford, Robert","Winger, Debra","Reitman, Ivan",39,No,"NicholasCage.png,,"
1103,1970,90,Bloody Mama,Action,"Stroud, Don","Winters, Shelley","Corman, Roger",17,No,"NicholasCage.png,,"
1104,1965,106,A Patch of Blue,Drama,"Poitier, Sidney","Winters, Shelley","Green, Guy",51,No,"NicholasCage.png,,"
1105,1955,109,I Died a Thousand Times,Drama,"Palance, Jack","Winters, Shelley","Heisler, Stuart",23,No,"NicholasCage.png,,"
1106,1977,90,Tentacles,Horror,"Huston, John","Winters, Shelley","Hellman, Oliver",62,No,"NicholasCage.png,,"
1107,1968,100,"Scalphunters, The",Western,"Lancaster, Burt","Winters, Shelley","Pollack, Sydney",33,No,"burtLancaster.png,"
1108,1992,96,A Day in October,Drama,"Sweeney, D. B.","Wolf, Kelly","Madsen, Kenneth",76,No,"NicholasCage.png,,"
1109,1964,102,A Fistful of Dollars,Westerns,"Eastwood, Clint","Volonte, Gian Maria","Leone, Sergio",61,No,"clintEastwood.png,,"
1110,1985,94,My Science Project,Comedy,"Stockwell, John","Von Zerneck, Danielle","Betnel, Jonathan",84,No,"NicholasCage.png,,"
1111,1991,160,"Great Race, The",Comedy,"Moore, Dudley","Wood, Natalie","Edwards, Blake",88,No,"NicholasCage.png,"
1112,1956,119,"Searchers, The",Western,"Wayne, John","Wood, Natalie","Ford, John",9,No,"johnWayne.png,"
1113,1979,105,Meteor,Action,"Connery, Sean","Wood, Natalie","Neame, Ronald",5,No,"seanConnery.png,,"
1114,1955,111,Rebel Without a Cause,Drama,"Dean, James","Wood, Natalie","Ray, Nicholas",82,No,"NicholasCage.png,,"
1115,1961,153,West Side Story,Music,"Beymer, Richard","Wood, Natalie","Wise, Robert",38,Yes,"NicholasCage.png,,"
1116,1970,110,Trash,Comedy,"Dallesandro, Joe","Woodlawn, Holly","Morrissey, Paul",68,No,"NicholasCage.png,,"
1117,1966,95,A Big Hand for the Little Lady,Comedy,"Fonda, Henry","Woodward, Joanne","Cook, Fielder",12,No,"NicholasCage.png,,"
1118,1966,104,A Fine Madness,Comedy,"Connery, Sean","Woodward, Joanne","Kershner, Irvin",6,No,"seanConnery.png,,"
1119,1987,134,"Glass Menagerie, The",Drama,"Malkovich, John","Woodward, Joanne","Newman, Paul",68,No,"NicholasCage.png,"
1120,1989,117,Harry & Son,Drama,"Newman, Paul","Woodward, Joanne","Newman, Paul",57,No,"paulNewman.png,,"
1121,1968,102,"Rachel, Rachel",Drama,"Olson, James","Woodward, Joanne","Newman, Paul",32,No,"NicholasCage.png,"
1122,1961,98,Paris Blues,Drama,"Newman, Paul","Woodward, Joanne","Ritt, Martin",54,No,"paulNewman.png,,"
1123,1991,144,State of Grace,Drama,"Penn, Sean","Wright, Robin","Joanou, Phil",49,No,"NicholasCage.png,,"
1124,1943,108,Shadow of a Doubt,Drama,"Cotten, Joseph","Wright, Teresa","Hitchcock, Alfred",32,No,"alfredHitchcock.png,,"
1125,1950,85,"Men, The",Drama,"Brando, Marlon","Wright, Teresa","Zinnemann, Fred",27,No,"brando.png,"
1126,1950,110,Stage Fright,Mystery,"Wilding, Michael","Wyman, Jane","Hitchcock, Alfred",72,No,"alfredHitchcock.png,,"
1127,1947,103,Magic Town,Drama,"Stewart, James","Wyman, Jane","Wellman, William",4,No,"NicholasCage.png,,"
1128,1975,93,That Lucky Touch,Action,"Moore, Roger","York, Susannah","Miles, Christopher",85,No,"NicholasCage.png,,"
1129,1949,90,Lust for Gold,Drama,"Ford, Glenn","Young, Gig","Simon, S. Sylvan",57,No,"glennFord.png,,"
1130,1987,103,Heat,Mystery,"Reynolds, Burt","Young, Karen","Jameson, Jerry",69,No,"NicholasCage.png,,"
1131,1947,87,Night Is My Future,Drama,"Malmsten, Birger","Zetterling, Mai","Bergman, Ingmar",17,No,"Bergman.png,,"
1132,1990,92,"Witches, The",Science Fiction,"Fisher, Jasen","Zetterling, Mai","Roeg, Nicolas",18,No,"NicholasCage.png,"
1133,1989,113,Good Fellas,Drama,"De Niro, Robert","Bracco, Lorraine","Scorsese, Martin",15,No,"NicholasCage.png,,"
1134,1943,113,A Guy Named Joe,Drama,"Tracy, Spencer","Dunne, Irene","Fleming, Victor",42,No,"spencerTracy.png,,"
1135,1955,113,"Blackboard Jungle, The",Drama,"Ford, Glenn","Francis, Anne","Brooks, Richard",66,No,"glennFord.png,"
1136,1959,113,"Black Orchid, The",Drama,"Quinn, Anthony","Loren, Sophia","Ritt, Martin",54,No,"sophiaLoren.png,"
1137,1979,113,Kramer vs. Kramer,Drama,"Hoffman, Dustin","Streep, Meryl","Benton, Robert",8,Yes,"merylStreep.png,,"
1138,1987,113,"Sicilian, The",Drama,"Lambert, Christopher","Sukowa, Barbara","Cimino, Michael",41,No,"NicholasCage.png,"
1139,1973,113,Scenes from a Marriage,Drama,"Josephson, Erland","Ullman, Liv","Bergman, Ingmar",3,Yes,"Bergman.png,,"
1140,1973,113,"Paper Chase, The",Drama,"Bottoms, Timothy","Wagner, Lindsay","Bridges, James",7,Yes,"NicholasCage.png,"
1141,1989,103,Killjoy,Mystery,"Culp, Robert","Basinger, Kim","Moxey, John Llewellyn",71,No,"NicholasCage.png,,"
1142,1988,103,White of the Eye,Mystery,"Keith, David","Moriarty, Cathy","Cammell, Donald",48,No,"NicholasCage.png,,"
1143,1988,103,Still of the Night,Mystery,"Scheider, Roy","Streep, Meryl","Benton, Robert",42,No,"merylStreep.png,,"
1144,1980,93,Happy Birthday to Me,Horror,"Ford, Glenn","Anderson, Melissa Sue","Thompson, J. Lee",88,No,"glennFord.png,,"
1145,1931,93,"Range Feud, The",Western,"Wayne, John","Fleming, Susan","Lederman, Ross",51,No,"johnWayne.png,"
1146,1987,96,Mannequin,Comedy,"McCarthy, Andrew","Cattrall, Kim","Gottlieb, Michael",23,No,"NicholasCage.png,,"
1147,1990,96,"Party, The",Comedy,"Sellers, Peter","Champion, Marge","Edwards, Blake",32,No,"NicholasCage.png,"
1148,1990,96,Crazy People,Comedy,"Moore, Dudley","Hannah, Daryl","Bill, Tony",61,No,"NicholasCage.png,,"
1149,1989,96,High Spirits,Comedy,"O'Toole, Peter","Hannah, Daryl","Jordan, Neil",53,No,"NicholasCage.png,,"
1150,1968,96,"Bliss of Mrs. Blossom, The",Comedy,"Booth, James","MacLaine, Shirley","McGrath, Joseph",86,No,"NicholasCage.png,"
1151,1986,96,Matador,Comedy,"Banderas, Antonio","Maura, Carmen","Almod�var, Pedro",34,No,"NicholasCage.png,,"
1152,1950,96,Father of the Bride,Comedy,"Taylor, Rod","Taylor, Elizabeth","Minnelli, Vincente",54,No,"elizabethTaylor.png,,"
1153,1962,104,Dr. No,Action,"Connery, Sean","Andress, Ursula","Young, Terence",7,No,"seanConnery.png,,"
1154,1983,104,"Moon in the Gutter, The",Action,"Depardieu, G�rard","Kinski, Nastassia","Beineix, Jean-Jacques",29,No,"NicholasCage.png,"
1155,1990,104,Diamonds are Forever,Action,"Connery, Sean","St. John, Jill","Hamilton, Guy",8,No,"seanConnery.png,,"
1156,1977,146,Twilight's Last Gleaming,Drama,"Lancaster, Burt","Bergman, Ingrid","Aldrich, Robert",84,No,"burtLancaster.png,,,"
1157,1954,30,Bank on the Stars,Drama,"Paar, Jack","Bergman, Ingrid","Allen, Craig",43,No,"NicholasCage.png,,,"
1158,1987,100,Law of Desire,Drama,"Maura, Carmen","Bergman, Ingrid","Almod�var, Pedro",73,No,"NicholasCage.png,,,"
1159,1986,128,"Name of the Rose, The",Drama,"Connery, Sean","Bergman, Ingrid","Annaud, Jean-Jacques",8,No,"seanConnery.png,,"
1160,1988,138,Pelle the Conqueror,Drama,"Sydow, Max von","Bergman, Ingrid","August, Bille",14,Yes,"NicholasCage.png,,,"
1161,1981,118,Taps,Drama,"Hutton, Timothy","Bergman, Ingrid","Becker, Harold",84,No,"NicholasCage.png,,,"
1162,1987,164,"Last Emperor, The",Drama,"Lone, John","Bergman, Ingrid","Bertolucci, Bernardo",1,Yes,"NicholasCage.png,,"
1163,1962,100,"Grim Reaper, The",Drama,"Rulu, Francesco","Bergman, Ingrid","Bertolucci, Bernardo",35,No,"NicholasCage.png,,"
1164,1983,90,Le Dernier Combat,Drama,"Jolivet, Pierre","Bergman, Ingrid","Besson, Luc",72,No,"NicholasCage.png,,,"
1165,1989,91,Too Beautiful for You,Drama,"Depardieu, G�rard","Bergman, Ingrid","Blier, Bertrand",35,No,"NicholasCage.png,,,"
1166,1987,94,"Wolf at the Door, The",Drama,"Sutherland, Donald","Bergman, Ingrid","Carlsen, Henning",68,No,"NicholasCage.png,,"
1167,1931,87,A Nous la Liberte,Drama,"Marchand, Henri","Bergman, Ingrid","Clair, Rene",60,No,"NicholasCage.png,,,"
1168,1979,153,Apocalypse Now,Drama,"Brando, Marlon","Bergman, Ingrid","Coppola, Francis Ford",8,No,"brando.png,,,"
1169,1990,94,"Bellboy & the Playgirls, The",Drama,"Wilkinson, June","Bergman, Ingrid","Coppola, Francis Ford",7,No,"NicholasCage.png,,"
1170,1986,97,"Boy in Blue, The",Drama,"Cage, Nicolas","Bergman, Ingrid","Dale, Cynthia",63,No,"NicholasCage.png,,"
1171,1987,119,"Untouchables, The",Drama,"Connery, Sean","Bergman, Ingrid","De Palma, Brian",7,Yes,"seanConnery.png,,"
1172,1989,90,American Autobahn,Drama,"Jalenak, Jan","Bergman, Ingrid","Degas, Andre",75,No,"NicholasCage.png,,,"
1173,1984,130,"Bounty, The",Drama,"Gibson, Mel","Bergman, Ingrid","Donaldson, Roger",25,No,"NicholasCage.png,,"
1174,1991,125,"Last Hurrah, The",Drama,"Tracy, Spencer","Bergman, Ingrid","Ford, John",46,No,"spencerTracy.png,,"
1175,1971,104,"French Connection, The",Drama,"Hackman, Gene","Bergman, Ingrid","Friedkin, William",88,Yes,"NicholasCage.png,,"
1176,1961,113,Ferry to Hong Kong,Drama,"Welles, Orson","Bergman, Ingrid","Gilbert, Lewis",77,No,"NicholasCage.png,,,"
1177,1982,111,Yol,Drama,"Akan, Tarik","Bergman, Ingrid","Guney, Yilmaz",53,No,"NicholasCage.png,,,"
1178,1989,150,Sara Dane,Drama,"Hopkins, Harold","Bergman, Ingrid","Hardy, Rod",75,No,"NicholasCage.png,,,"
1179,1988,84,Night Tide,Drama,"Muir, Gavin","Bergman, Ingrid","Harrington, Curtis",50,No,"NicholasCage.png,,,"
1180,1953,95,I Confess,Drama,"Clift, Montgomery","Bergman, Ingrid","Hitchcock, Alfred",63,No,"alfredHitchcock.png,,,"
1181,1981,124,Chariots of Fire,Drama,"Cross, Ben","Bergman, Ingrid","Hudson, Hugh",6,Yes,"NicholasCage.png,,,"
1182,1975,129,"Man Who Would Be King, The",Drama,"Connery, Sean","Bergman, Ingrid","Huston, John",6,No,"seanConnery.png,,"
1183,1981,117,Victory,Drama,"Stallone, Sylvester","Bergman, Ingrid","Huston, John",39,No,"NicholasCage.png,,,"
1184,1990,96,Chattahoochee,Drama,"Oldman, Gary","Bergman, Ingrid","Jackson, Mick",30,No,"NicholasCage.png,,,"
1185,1984,141,"Killing Fields, The",Drama,"Waterston, Sam","Bergman, Ingrid","Joffe, Roland",6,Yes,"NicholasCage.png,,"
1186,1952,112,Viva Zapata!,Drama,"Brando, Marlon","Bergman, Ingrid","Kazan, Elia",86,Yes,"brando.png,,,"
1187,1974,121,"Apprenticeship of Duddy Kravitz, The",Drama,"Dreyfuss, Richard","Bergman, Ingrid","Kotcheff, Ted",64,Yes,"NicholasCage.png,,"
1188,1943,82,Sanshiro Sugata,Drama,"Fujita, Susumu","Bergman, Ingrid","Kurosawa, Akira",85,No,"NicholasCage.png,,,"
1189,1991,97,Rhapsody in August,Drama,"Gere, Richard","Bergman, Ingrid","Kurosawa, Akira",50,No,"NicholasCage.png,,,"
1190,1946,110,No Regrets for Our Youth,Drama,"Hara, Setsuko","Bergman, Ingrid","Kurosawa, Akira",31,No,"NicholasCage.png,,,"
1191,1960,152,"Bad Sleep Well, The",Drama,"Mifune, Toshiro","Bergman, Ingrid","Kurosawa, Akira",65,No,"NicholasCage.png,,"
1192,1951,166,"Idiot, The",Drama,"Mifune, Toshiro","Bergman, Ingrid","Kurosawa, Akira",40,No,"NicholasCage.png,,"
1193,1951,83,Rashomon,Drama,"Mifune, Toshiro","Bergman, Ingrid","Kurosawa, Akira",59,Yes,"NicholasCage.png,,,"
1194,1955,200,Seven Samurai,Drama,"Mifune, Toshiro","Bergman, Ingrid","Kurosawa, Akira",9,No,"NicholasCage.png,,,"
1195,1957,110,Throne of Blood,Drama,"Mifune, Toshiro","Bergman, Ingrid","Kurosawa, Akira",60,No,"NicholasCage.png,,,"
1196,1980,161,Kagemusha,Drama,"Nakadai, Tatsuya","Bergman, Ingrid","Kurosawa, Akira",74,Yes,"NicholasCage.png,,,"
1197,1952,134,Ikiru,Drama,"Shimura, Takashi","Bergman, Ingrid","Kurosawa, Akira",36,No,"NicholasCage.png,,,"
1198,1920,137,Spiders,Drama,"De Vogy, Carl","Bergman, Ingrid","Lang, Fritz",29,No,"NicholasCage.png,,,"
1199,1954,90,Human Desire,Drama,"Ford, Glenn","Bergman, Ingrid","Lang, Fritz",27,No,"glennFord.png,,,"
1200,1928,130,Spies,Drama,"Klein-Rogge, Rudolf","Bergman, Ingrid","Lang, Fritz",49,No,"NicholasCage.png,,,"
1201,1933,120,"Testament of Dr. Mabuse, The",Drama,"Klein-Rogge, Rudolf","Bergman, Ingrid","Lang, Fritz",4,No,"NicholasCage.png,,"
1202,1991,95,Fury,Drama,"Tracy, Spencer","Bergman, Ingrid","Lang, Fritz",48,No,"spencerTracy.png,,,"
1203,1990,129,Mo' Better Blues,Drama,"Washington, Denzel","Bergman, Ingrid","Lee, Spike",78,No,"NicholasCage.png,,,"
1204,1989,30,Matt Talbot,Drama,"Ford, Seamus","Bergman, Ingrid","Lennon, Biddy W.",35,No,"NicholasCage.png,,,"
1205,1982,93,Class of 1984,Drama,"King, Perry","Bergman, Ingrid","Lester, Mark L.",23,No,"NicholasCage.png,,,"
1206,1945,94,Blood on the Sun,Drama,"Cagney, James","Bergman, Ingrid","Lloyd, Frank",76,No,"NicholasCage.png,,,"
1207,1988,75,Let It Rock,Drama,"Hopper, Dennis","Bergman, Ingrid","Lynch, David",32,No,"lynch.png,,,"
1208,1957,97,Sweet Smell of Success,Drama,"Lancaster, Burt","Bergman, Ingrid","Mackendrick, Alexander",12,No,"burtLancaster.png,,,"
1209,1991,89,Green Glove,Drama,"Ford, Glenn","Bergman, Ingrid","Mate, Rudolph",54,No,"glennFord.png,,,"
1210,1990,135,"Hunt for Red October, The",Drama,"Connery, Sean","Bergman, Ingrid","McTiernan, John",8,No,"seanConnery.png,,"
1211,1966,123,Closely Watched Trains,Drama,"Neckar, Vaclav","Bergman, Ingrid","Menzel, Jiri",75,Yes,"NicholasCage.png,,,"
1212,1973,91,Executive Action,Drama,"Lancaster, Burt","Bergman, Ingrid","Miller, David",6,No,"burtLancaster.png,,,"
1213,1987,90,"Good Father, The",Drama,"Hopkins, Anthony","Bergman, Ingrid","Newell, Mike",42,No,"AnthonyHopkins.png,,"
1214,1971,115,Sometimes a Great Notion,Drama,"Newman, Paul","Bergman, Ingrid","Newman, Paul",7,No,"paulNewman.png,,,"
1215,1988,92,A Month in the Country,Drama,"Firth, Colin","Bergman, Ingrid","O'Connor, Pat",57,No,"NicholasCage.png,,,"
1216,1987,116,Orphans,Drama,"Finney, Albert","Bergman, Ingrid","Pakula, Alan J.",21,No,"NicholasCage.png,,,"
1217,1976,139,All the President's Men,Drama,"Redford, Robert","Bergman, Ingrid","Pakula, Alan J.",45,Yes,"NicholasCage.png,,,"
1218,1988,92,Judgement in Berlin,Drama,"Sheen, Martin","Bergman, Ingrid","Penn, Leo",13,No,"NicholasCage.png,,,"
1219,1988,100,Rocket Gibraltar,Drama,"Lancaster, Burt","Bergman, Ingrid","Petrie, Daniel",26,No,"burtLancaster.png,,,"
